Booking_ID,no_of_adults,no_of_children,total_guests,no_of_weekend_nights,no_of_week_nights,length_of_stay,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_formatted_date
INN07736,3,0,3,2,3,5,1,0,4,53,2017,9,26,2,0,0,0,167.22,1,0,26-09-17
INN07737,2,0,2,0,1,1,1,1,2,6,2017,12,18,1,0,0,0,86.5,0,0,18-12-17
INN07738,3,0,3,2,2,4,0,0,1,135,2018,7,15,1,0,0,0,92.28,2,0,15-07-18
INN07739,1,0,1,0,1,1,1,0,4,2,2018,9,22,1,0,0,0,153.62,1,0,22-09-18
INN07740,2,0,2,0,2,2,1,0,1,2,2018,2,12,2,0,0,0,87,0,0,12-02-18
INN07741,2,0,2,2,5,7,0,0,1,104,2018,10,6,1,0,0,0,108,0,1,06-10-18
INN07742,2,0,2,1,2,3,1,0,1,95,2018,9,26,1,0,0,0,111.31,2,0,26-09-18
INN07743,2,0,2,1,3,4,1,0,1,86,2018,4,25,1,0,0,0,90.95,1,0,25-04-18
INN07744,3,0,3,2,1,3,1,0,4,224,2018,10,23,1,0,0,0,128.7,2,1,23-10-18
INN07745,2,0,2,0,4,4,1,0,4,234,2018,10,25,1,0,0,0,103.7,1,1,25-10-18
INN07746,1,0,1,0,3,3,1,0,1,8,2018,3,1,2,0,0,0,56,0,0,01-03-18
INN07747,2,0,2,0,2,2,1,0,2,125,2018,7,20,2,0,0,0,72.25,0,1,20-07-18
INN07748,1,0,1,2,2,4,1,0,4,35,2018,4,22,1,0,0,0,118.8,0,1,22-04-18
INN07749,2,0,2,2,5,7,1,0,1,220,2018,11,29,1,0,0,0,73.95,2,0,29-11-18
INN07750,1,0,1,0,3,3,1,0,1,7,2018,5,5,2,0,0,0,112,0,0,05-05-18
INN07751,2,0,2,0,2,2,1,0,1,4,2018,2,25,1,0,0,0,93,0,0,25-02-18
INN07752,1,0,1,1,2,3,1,0,1,9,2018,1,15,1,0,0,0,82,2,0,15-01-18
INN07753,2,0,2,1,2,3,1,0,1,304,2018,10,21,1,0,0,0,74.15,1,0,21-10-18
INN07754,2,0,2,1,1,2,1,1,4,36,2018,10,3,1,0,0,0,148.5,2,0,03-10-18
INN07755,1,0,1,0,2,2,1,0,1,22,2018,8,31,1,0,0,0,97.6,0,0,31-08-18
INN07756,2,2,4,1,0,1,1,0,6,3,2018,8,1,1,0,0,0,201,1,0,01-08-18
INN07757,2,0,2,0,2,2,1,0,1,65,2018,4,1,1,0,0,0,90.9,0,1,01-04-18
INN07758,1,0,1,0,4,4,1,0,1,195,2018,10,18,1,0,0,0,90.9,2,1,18-10-18
INN07759,1,0,1,0,2,2,1,0,1,164,2017,10,2,2,0,0,0,100,0,0,02-10-17
INN07760,3,0,3,0,4,4,1,0,4,71,2018,12,7,1,0,0,0,128,0,0,07-12-18
INN07761,2,0,2,1,1,2,1,0,1,25,2018,9,26,1,0,0,0,139,3,0,26-09-18
INN07762,2,0,2,0,1,1,1,0,1,175,2017,8,5,1,0,0,0,76.5,0,1,05-08-17
INN07763,2,0,2,2,2,4,1,0,1,93,2018,4,1,1,0,0,0,82.45,1,0,01-04-18
INN07764,2,0,2,2,1,3,2,0,1,124,2017,8,8,2,0,0,0,94.5,0,1,08-08-17
INN07765,2,0,2,1,2,3,1,0,1,112,2018,7,18,1,0,0,0,105.3,0,1,18-07-18
INN07766,2,0,2,1,2,3,1,0,1,12,2018,1,8,1,0,0,0,87,1,0,08-01-18
INN07767,2,0,2,1,3,4,1,0,1,285,2018,10,3,2,0,0,0,100,0,1,03-10-18
INN07768,1,0,1,1,1,2,0,0,1,13,2018,12,5,1,0,0,0,88,0,0,05-12-18
INN07769,1,0,1,2,2,4,1,0,4,48,2018,9,18,1,0,0,0,149.4,0,1,18-09-18
INN07770,1,0,1,0,1,1,1,0,1,34,2018,4,12,2,0,0,0,99.9,0,0,12-04-18
INN07771,2,0,2,1,2,3,1,0,1,51,2018,7,18,1,0,0,0,132.9,1,0,18-07-18
INN07772,1,1,2,0,1,1,2,0,1,184,2018,8,17,1,0,0,0,82.13,2,1,17-08-18
INN07773,3,0,3,0,4,4,1,0,4,106,2018,8,24,1,0,0,0,152.1,0,1,24-08-18
INN07774,2,0,2,1,2,3,1,0,1,141,2018,4,8,2,0,0,0,72.25,1,1,08-04-18
INN07775,1,0,1,0,3,3,1,0,1,0,2018,5,10,2,0,0,0,108.8,0,0,10-05-18
INN07776,0,2,2,1,0,1,1,0,2,30,2018,1,3,1,0,0,0,15,1,0,03-01-18
INN07777,2,0,2,0,5,5,1,0,1,140,2017,12,29,2,0,0,0,70,0,0,29-12-17
INN07778,2,0,2,0,3,3,1,0,4,122,2018,8,2,1,0,0,0,118.8,1,0,02-08-18
INN07779,2,2,4,0,2,2,1,0,6,210,2018,7,27,2,0,0,0,146,0,1,27-07-18
INN07780,2,0,2,1,1,2,1,0,1,120,2018,4,23,1,0,0,0,95.2,0,0,23-04-18
INN07781,2,0,2,0,3,3,1,0,1,112,2018,7,14,1,0,0,0,105.3,0,1,14-07-18
INN07782,2,0,2,1,2,3,1,0,1,305,2018,11,4,2,0,0,0,89,0,1,04-11-18
INN07783,1,0,1,0,1,1,1,0,1,10,2018,11,10,1,0,0,0,120,0,1,10-11-18
INN07784,2,0,2,0,2,2,1,0,1,47,2017,9,23,1,0,0,0,94.5,1,0,23-09-17
INN07785,2,2,4,0,1,1,1,0,6,99,2018,6,11,1,0,0,0,198.9,2,0,11-06-18
INN07786,2,0,2,0,2,2,1,0,1,86,2017,9,24,2,0,0,0,105,0,0,24-09-17
INN07787,1,0,1,1,1,2,1,0,1,17,2018,9,26,3,1,0,2,95,0,0,26-09-18
INN07788,1,0,1,2,3,5,1,0,1,3,2018,11,20,3,1,5,52,65,2,0,20-11-18
INN07789,1,0,1,0,2,2,1,0,1,88,2018,5,13,1,0,0,0,121.5,0,0,13-05-18
INN07790,2,0,2,0,4,4,2,0,1,323,2018,5,17,2,0,0,0,112,1,1,17-05-18
INN07791,2,0,2,2,3,5,1,0,1,272,2018,7,28,1,0,0,0,90.1,0,1,28-07-18
INN07792,3,0,3,0,2,2,1,0,4,129,2018,8,25,1,0,0,0,128.7,0,0,25-08-18
INN07793,2,0,2,2,2,4,1,0,1,57,2018,12,2,1,0,0,0,88.4,1,0,02-12-18
INN07794,2,0,2,1,2,3,1,0,4,31,2018,3,11,1,0,0,0,95.4,0,1,11-03-18
INN07795,2,0,2,0,4,4,1,0,1,110,2017,12,9,2,0,0,0,70,0,0,09-12-17
INN07796,2,0,2,0,2,2,1,0,4,57,2018,4,22,1,0,0,0,118.8,0,1,22-04-18
INN07797,2,0,2,0,2,2,2,0,1,63,2017,9,4,2,0,0,0,116,0,0,04-09-17
INN07798,2,0,2,0,1,1,1,0,1,221,2018,8,12,2,0,0,0,80,0,1,12-08-18
INN07799,2,0,2,1,2,3,1,0,1,0,2017,8,21,1,0,0,0,124,0,1,21-08-17
INN07800,1,0,1,2,2,4,1,0,1,115,2018,2,27,2,0,0,0,76,0,0,27-02-18
INN07801,1,0,1,0,2,2,1,0,4,2,2018,11,2,4,0,0,0,94,0,1,02-11-18
INN07802,1,0,1,1,2,3,1,0,1,224,2017,10,2,2,0,0,0,60,0,0,02-10-17
INN07803,2,0,2,1,0,1,0,0,1,2,2018,4,18,1,0,0,0,89,0,0,18-04-18
INN07804,2,0,2,1,2,3,0,0,1,54,2018,7,18,1,0,0,0,94.5,0,1,18-07-18
INN07805,2,0,2,2,1,3,1,0,1,104,2018,7,2,1,0,0,0,88.01,1,0,02-07-18
INN07806,2,0,2,0,2,2,2,0,4,57,2018,11,17,1,0,0,0,136.8,1,1,17-11-18
INN07807,2,0,2,2,0,2,1,0,1,61,2017,10,4,2,0,0,0,91,0,0,04-10-17
INN07808,2,0,2,1,1,2,0,0,1,112,2018,5,7,1,0,0,0,99.95,0,0,07-05-18
INN07809,2,2,4,0,5,5,1,0,6,66,2017,12,29,1,0,0,0,170.9,1,0,29-12-17
INN07810,2,0,2,1,3,4,1,0,1,86,2018,3,31,1,0,0,0,82.45,1,0,31-03-18
INN07811,1,0,1,0,1,1,1,0,1,2,2017,12,11,2,0,0,0,75,0,0,11-12-17
INN07812,2,0,2,0,2,2,1,0,1,322,2018,12,9,2,0,0,0,52,0,0,09-12-18
INN07813,2,0,2,1,3,4,1,0,1,185,2018,10,10,1,0,0,0,113.4,2,1,10-10-18
INN07814,2,0,2,2,1,3,1,0,1,66,2018,11,12,1,0,0,0,105.33,1,1,12-11-18
INN07815,2,0,2,2,3,5,1,0,1,42,2018,2,18,1,0,0,0,75.56,0,1,18-02-18
INN07816,1,0,1,1,3,4,1,0,5,143,2018,7,18,3,0,0,0,106,0,0,18-07-18
INN07817,2,0,2,2,2,4,1,0,1,81,2018,5,1,1,0,0,0,119.85,2,0,01-05-18
INN07818,2,0,2,1,2,3,1,0,2,37,2018,2,12,1,0,0,0,71.55,0,0,12-02-18
INN07819,2,0,2,0,1,1,0,0,1,57,2018,12,1,1,0,0,0,79.2,2,0,01-12-18
INN07820,2,1,3,2,4,6,1,0,4,31,2018,4,23,2,0,0,0,26.35,0,1,23-04-18
INN07821,2,0,2,2,1,3,1,0,1,221,2017,10,10,2,0,0,0,65,0,0,10-10-17
INN07822,2,0,2,0,2,2,1,0,1,97,2018,10,12,1,0,0,0,118.8,1,0,12-10-18
INN07823,2,0,2,2,0,2,1,0,1,67,2018,3,13,1,0,0,0,78.3,0,0,13-03-18
INN07824,2,0,2,1,4,5,1,0,1,259,2018,12,28,1,0,0,0,140.43,2,0,28-12-18
INN07825,2,0,2,1,2,3,1,0,1,2,2017,8,21,1,0,0,0,100.67,2,0,21-08-17
INN07826,2,0,2,0,3,3,1,0,1,105,2018,10,12,2,0,0,0,75,0,0,12-10-18
INN07827,2,0,2,0,2,2,1,0,1,70,2018,6,3,2,0,0,0,100,0,0,03-06-18
INN07828,2,0,2,2,1,3,1,0,1,88,2018,12,18,2,0,0,0,75,0,0,18-12-18
INN07829,2,0,2,2,2,4,1,0,1,60,2018,3,20,2,0,0,0,75,0,1,20-03-18
INN07830,2,0,2,2,1,3,1,0,1,80,2018,5,14,1,0,0,0,126.9,0,1,14-05-18
INN07831,2,0,2,0,1,1,2,0,1,55,2018,4,6,2,0,0,0,104,0,0,06-04-18
INN07832,2,0,2,1,3,4,1,0,4,79,2018,10,20,1,0,0,0,134.55,3,0,20-10-18
INN07833,0,2,2,1,3,4,1,0,2,44,2018,2,8,1,0,0,0,66.5,1,1,08-02-18
INN07834,2,0,2,0,3,3,1,0,1,43,2018,11,1,1,0,0,0,104.4,1,1,01-11-18
INN07835,2,0,2,0,1,1,1,0,1,2,2018,4,21,1,0,0,0,101,1,0,21-04-18
INN07836,2,0,2,2,3,5,1,0,1,42,2018,2,18,1,0,0,0,73.56,0,1,18-02-18
INN07837,2,0,2,2,2,4,1,0,1,134,2017,12,4,2,0,0,0,65,0,0,04-12-17
INN07838,2,0,2,2,2,4,0,0,1,66,2018,3,19,1,0,0,0,62.18,1,0,19-03-18
INN07839,2,0,2,0,1,1,0,0,1,182,2018,10,12,1,0,0,0,98.1,0,1,12-10-18
INN07840,2,0,2,0,2,2,1,0,1,11,2018,3,1,1,0,0,0,75.92,1,0,01-03-18
INN07841,2,0,2,2,0,2,2,0,4,2,2018,8,7,1,0,0,0,147.46,1,0,07-08-18
INN07842,1,0,1,0,2,2,1,0,1,119,2018,4,15,1,0,0,0,90.9,0,0,15-04-18
INN07843,2,0,2,0,2,2,1,0,1,3,2017,8,21,1,0,0,0,106,2,0,21-08-17
INN07844,2,0,2,0,1,1,2,0,1,72,2017,9,18,2,0,0,0,108,0,0,18-09-17
INN07845,2,0,2,2,2,4,1,0,1,67,2018,4,24,1,0,0,0,99.45,1,0,24-04-18
INN07846,2,0,2,2,3,5,1,0,1,11,2017,10,11,3,0,0,0,100,0,0,11-10-17
INN07847,2,2,4,2,2,4,1,1,6,192,2018,7,16,1,0,0,0,176.95,1,1,16-07-18
INN07848,1,0,1,0,2,2,1,1,1,37,2017,9,16,1,0,0,0,94.5,0,0,16-09-17
INN07849,2,0,2,0,2,2,1,0,2,38,2018,3,4,2,0,0,0,73.1,0,0,04-03-18
INN07850,2,0,2,2,1,3,1,0,1,12,2018,4,17,1,0,0,0,101,2,0,17-04-18
INN07851,1,0,1,1,0,1,0,0,1,6,2018,12,12,1,0,0,0,97,1,0,12-12-18
INN07852,2,0,2,1,2,3,1,0,1,203,2018,8,26,2,0,0,0,72.25,0,0,26-08-18
INN07853,2,0,2,0,1,1,1,0,1,289,2017,10,17,2,0,0,0,67,0,0,17-10-17
INN07854,2,2,4,0,3,3,1,1,6,142,2018,8,3,1,0,0,0,186.3,1,0,03-08-18
INN07855,1,0,1,0,1,1,1,0,1,0,2017,12,16,5,0,0,0,0,0,0,16-12-17
INN07856,2,0,2,2,1,3,1,0,1,37,2018,11,20,2,0,0,0,72,0,0,20-11-18
INN07857,2,1,3,0,1,1,0,0,1,7,2018,2,5,1,0,0,0,81,2,0,05-02-18
INN07858,1,0,1,0,1,1,1,0,1,0,2017,8,28,1,0,0,0,96,2,0,28-08-17
INN07859,2,0,2,1,2,3,1,0,4,21,2018,10,10,2,0,0,0,107,0,0,10-10-18
INN07860,2,0,2,0,1,1,0,0,1,2,2018,6,18,1,0,0,0,129,1,0,18-06-18
INN07861,2,0,2,0,2,2,1,0,1,91,2018,11,18,5,0,0,0,0,1,0,18-11-18
INN07862,2,0,2,2,4,6,2,0,1,327,2017,9,9,2,0,0,0,88,0,0,09-09-17
INN07863,1,0,1,0,1,1,1,0,4,28,2018,11,11,1,0,0,0,130,2,0,11-11-18
INN07864,2,0,2,1,2,3,1,1,1,209,2018,8,5,1,0,0,0,105.3,1,1,05-08-18
INN07865,2,0,2,1,4,5,1,0,1,61,2018,2,3,2,0,0,0,60,0,0,03-02-18
INN07866,2,0,2,1,1,2,0,0,1,63,2018,3,28,1,0,0,0,80.1,0,1,28-03-18
INN07867,2,0,2,0,2,2,2,0,1,346,2018,9,13,2,0,0,0,115,1,1,13-09-18
INN07868,2,0,2,2,5,7,1,0,1,119,2018,6,1,1,0,0,0,119.85,1,0,01-06-18
INN07869,2,0,2,2,4,6,1,0,4,123,2018,5,22,1,0,0,0,114.75,1,1,22-05-18
INN07870,1,0,1,0,2,2,2,0,1,102,2017,10,16,2,0,0,0,80,0,1,16-10-17
INN07871,2,0,2,2,1,3,1,0,1,180,2018,10,1,1,0,0,0,108.9,0,1,01-10-18
INN07872,2,0,2,0,2,2,1,0,1,25,2018,10,21,1,0,0,0,139,1,0,21-10-18
INN07873,2,0,2,0,3,3,1,0,4,9,2018,7,13,1,0,0,0,166,2,0,13-07-18
INN07874,2,0,2,1,3,4,1,0,2,353,2018,12,29,1,0,0,0,73.74,0,1,29-12-18
INN07875,2,0,2,1,3,4,1,0,1,6,2018,9,8,1,0,0,0,161.5,2,0,08-09-18
INN07876,2,0,2,2,4,6,1,0,1,53,2018,11,13,1,0,0,0,88.4,1,0,13-11-18
INN07877,1,0,1,0,3,3,1,0,1,166,2018,11,1,2,0,0,0,110,0,1,01-11-18
INN07878,2,0,2,2,2,4,1,0,1,179,2018,9,30,1,0,0,0,113.4,0,1,30-09-18
INN07879,1,0,1,2,0,2,0,0,1,13,2018,9,11,1,0,0,0,99,1,0,11-09-18
INN07880,2,2,4,2,1,3,1,0,6,89,2018,4,9,1,0,0,0,162.3,0,0,09-04-18
INN07881,2,0,2,2,1,3,2,0,1,122,2018,3,27,2,0,0,0,107,1,0,27-03-18
INN07882,2,0,2,0,3,3,1,0,4,11,2018,12,29,1,0,0,0,148,1,0,29-12-18
INN07883,1,0,1,0,3,3,1,0,1,104,2017,12,3,2,0,0,0,65,0,0,03-12-17
INN07884,2,0,2,1,0,1,1,0,4,7,2018,6,19,1,0,0,0,165,2,0,19-06-18
INN07885,2,0,2,2,4,6,1,0,4,141,2018,9,16,2,0,0,0,90.95,0,0,16-09-18
INN07886,1,0,1,0,2,2,0,0,1,218,2018,12,9,1,0,0,0,49.68,0,1,09-12-18
INN07887,2,0,2,1,1,2,1,0,4,141,2018,9,17,1,0,0,0,143.1,0,1,17-09-18
INN07888,2,0,2,0,4,4,1,0,1,178,2018,8,10,1,0,0,0,99.45,1,0,10-08-18
INN07889,2,0,2,0,2,2,0,0,1,300,2018,12,22,1,0,0,0,67.5,3,0,22-12-18
INN07890,2,0,2,0,1,1,1,0,1,18,2018,12,27,2,0,0,0,65,0,0,27-12-18
INN07891,1,0,1,0,4,4,1,0,1,92,2017,10,7,2,0,0,0,65,0,0,07-10-17
INN07892,2,0,2,1,1,2,1,0,1,33,2018,1,25,3,0,0,0,62,0,1,25-01-18
INN07893,2,0,2,2,2,4,2,1,1,61,2018,9,3,2,0,0,0,115.25,1,0,03-09-18
INN07894,2,0,2,0,1,1,1,0,1,1,2018,7,20,1,0,0,0,111,0,0,20-07-18
INN07895,2,0,2,0,2,2,2,0,1,74,2017,9,18,2,0,0,0,109,0,0,18-09-17
INN07896,2,0,2,2,1,3,1,0,1,86,2018,4,17,1,0,0,0,96.3,1,0,17-04-18
INN07897,2,0,2,2,5,7,0,0,1,78,2018,6,28,1,0,0,0,103.5,2,0,28-06-18
INN07898,2,0,2,1,2,3,1,0,1,187,2018,10,7,1,0,0,0,103.5,3,0,07-10-18
INN07899,1,0,1,0,2,2,1,0,1,188,2018,6,15,2,0,0,0,130,0,1,15-06-18
INN07900,2,0,2,1,2,3,1,0,4,77,2018,10,7,1,0,0,0,132.3,3,0,07-10-18
INN07901,2,0,2,0,3,3,1,0,1,101,2018,5,12,2,0,0,0,80.75,1,1,12-05-18
INN07902,2,0,2,0,1,1,2,0,1,55,2018,4,6,2,0,0,0,104,0,0,06-04-18
INN07903,2,0,2,1,4,5,1,0,1,38,2018,3,9,1,0,0,0,63.06,1,0,09-03-18
INN07904,2,0,2,1,4,5,0,0,1,54,2018,11,2,1,0,0,0,85.6,3,0,02-11-18
INN07905,2,0,2,1,3,4,1,0,1,196,2018,5,12,2,0,0,0,80.75,0,0,12-05-18
INN07906,3,0,3,1,2,3,1,0,4,47,2018,9,2,1,0,0,0,142.2,3,0,02-09-18
INN07907,2,0,2,0,3,3,1,0,1,16,2017,9,2,1,0,0,0,105,0,0,02-09-17
INN07908,2,0,2,0,4,4,1,0,1,303,2018,12,6,1,0,0,0,73.95,1,1,06-12-18
INN07909,2,2,4,0,2,2,1,0,6,145,2018,8,17,1,0,0,0,190.8,2,0,17-08-18
INN07910,2,0,2,1,0,1,1,0,1,10,2018,3,6,1,0,0,0,93,0,0,06-03-18
INN07911,2,0,2,1,3,4,1,0,1,185,2018,10,10,1,0,0,0,113.4,2,1,10-10-18
INN07912,1,0,1,1,0,1,1,0,1,12,2018,5,30,1,0,0,0,125,1,0,30-05-18
INN07913,2,0,2,1,0,1,0,0,1,1,2017,8,9,1,0,0,0,98,0,0,09-08-17
INN07914,1,0,1,0,1,1,1,0,1,1,2018,7,6,1,0,0,0,112.42,1,0,06-07-18
INN07915,1,0,1,4,9,13,1,0,4,18,2018,2,26,1,0,0,0,129.1,0,1,26-02-18
INN07916,2,0,2,2,1,3,0,0,1,183,2018,10,29,1,0,0,0,80.1,2,1,29-10-18
INN07917,2,0,2,1,0,1,0,0,1,40,2018,6,5,1,0,0,0,98.1,1,0,05-06-18
INN07918,1,0,1,1,2,3,1,0,1,180,2018,10,10,2,0,0,0,120,0,1,10-10-18
INN07919,2,0,2,1,0,1,1,0,1,56,2018,7,11,1,0,0,0,88.01,0,0,11-07-18
INN07920,2,0,2,0,3,3,1,0,1,304,2018,11,3,2,0,0,0,89,0,1,03-11-18
INN07921,3,0,3,1,5,6,1,0,4,31,2018,10,3,1,0,0,0,173.25,1,1,03-10-18
INN07922,2,0,2,1,3,4,1,0,4,9,2017,11,12,1,0,0,0,107,1,0,12-11-17
INN07923,3,0,3,0,1,1,1,0,4,0,2018,4,13,1,0,0,0,137,0,0,13-04-18
INN07924,2,0,2,1,2,3,1,0,1,24,2018,8,12,2,0,0,0,85,1,0,12-08-18
INN07925,2,0,2,2,2,4,1,0,1,89,2018,5,8,1,0,0,0,128.85,0,0,08-05-18
INN07926,2,0,2,1,2,3,1,0,1,105,2018,4,18,2,0,0,0,80.75,0,0,18-04-18
INN07927,3,0,3,0,2,2,1,0,4,1,2018,9,22,2,0,0,0,198,0,0,22-09-18
INN07928,2,0,2,1,2,3,1,0,1,193,2018,6,20,2,0,0,0,120,0,1,20-06-18
INN07929,2,1,3,1,2,3,1,0,1,23,2018,4,29,1,0,0,0,137.67,2,0,29-04-18
INN07930,2,0,2,2,1,3,1,0,1,85,2018,4,17,1,0,0,0,96.3,1,0,17-04-18
INN07931,2,0,2,2,0,2,1,0,4,155,2018,9,18,1,0,0,0,143.1,0,1,18-09-18
INN07932,1,0,1,0,0,0,1,0,1,182,2018,10,12,1,0,0,0,0,0,0,12-10-18
INN07933,1,0,1,0,3,3,1,0,1,166,2018,11,1,2,0,0,0,110,0,1,01-11-18
INN07934,2,1,3,0,1,1,1,0,1,13,2017,8,7,1,0,0,0,75,2,0,07-08-17
INN07935,2,0,2,1,2,3,1,0,4,61,2018,4,15,1,0,0,0,124.8,0,1,15-04-18
INN07936,1,0,1,0,1,1,1,0,1,12,2018,4,8,1,0,0,0,101,0,0,08-04-18
INN07937,2,0,2,1,2,3,1,0,1,256,2017,9,14,2,0,0,0,76.67,0,0,14-09-17
INN07938,2,0,2,0,1,1,0,0,1,68,2018,9,16,1,0,0,0,125.1,0,1,16-09-18
INN07939,2,1,3,0,3,3,1,0,1,17,2018,3,30,1,0,0,0,159,1,0,30-03-18
INN07940,2,0,2,2,0,2,1,0,1,16,2018,4,17,1,0,0,0,101,2,0,17-04-18
INN07941,3,0,3,1,1,2,1,0,4,27,2018,2,27,1,0,0,0,135,1,0,27-02-18
INN07942,2,0,2,0,1,1,1,0,1,61,2018,5,14,1,0,0,0,126.9,1,0,14-05-18
INN07943,2,0,2,2,5,7,2,0,4,89,2018,7,16,1,0,0,0,155.57,2,0,16-07-18
INN07944,2,0,2,1,0,1,0,1,1,6,2018,9,12,1,0,0,0,138,3,0,12-09-18
INN07945,2,0,2,2,0,2,0,0,1,28,2018,4,17,1,0,0,0,89,0,1,17-04-18
INN07946,2,0,2,1,3,4,0,0,1,85,2018,4,28,1,0,0,0,102.43,0,1,28-04-18
INN07947,1,0,1,0,1,1,1,0,1,78,2018,4,8,1,0,0,0,90.9,0,1,08-04-18
INN07948,2,0,2,2,2,4,1,0,1,11,2018,7,24,1,0,0,0,110.46,1,0,24-07-18
INN07949,2,0,2,2,5,7,1,0,4,43,2018,8,23,1,0,0,0,103.84,0,1,23-08-18
INN07950,2,0,2,0,3,3,0,0,1,134,2018,8,11,1,0,0,0,103.5,2,0,11-08-18
INN07951,2,0,2,2,2,4,1,0,1,179,2018,7,17,1,0,0,0,90.95,1,0,17-07-18
INN07952,2,0,2,1,5,6,1,0,1,41,2018,12,27,2,0,0,0,70,1,0,27-12-18
INN07953,1,0,1,0,2,2,1,0,4,10,2018,2,19,1,0,0,0,112,0,0,19-02-18
INN07954,2,0,2,1,3,4,1,0,1,63,2018,7,4,2,0,0,0,72.25,0,0,04-07-18
INN07955,3,0,3,2,2,4,1,0,4,66,2018,5,1,1,0,0,0,150.45,0,0,01-05-18
INN07956,2,0,2,2,5,7,1,0,1,45,2018,11,7,2,0,0,0,75,1,0,07-11-18
INN07957,1,0,1,1,1,2,0,0,1,4,2018,2,1,1,0,0,0,81,0,0,01-02-18
INN07958,2,0,2,0,1,1,0,1,1,9,2018,1,27,1,0,0,0,90,2,0,27-01-18
INN07959,2,0,2,0,2,2,0,1,1,32,2018,5,18,1,0,0,0,125.1,1,0,18-05-18
INN07960,2,0,2,1,1,2,2,0,1,247,2018,6,6,2,0,0,0,115,1,1,06-06-18
INN07961,2,0,2,2,1,3,0,0,1,45,2018,3,13,1,0,0,0,71.1,1,0,13-03-18
INN07962,2,0,2,0,3,3,1,0,1,91,2018,4,13,1,0,0,0,96.3,0,0,13-04-18
INN07963,2,0,2,1,3,4,1,0,1,42,2018,3,31,1,0,0,0,116.26,0,1,31-03-18
INN07964,2,0,2,0,4,4,1,0,1,36,2018,10,26,1,0,0,0,129,1,1,26-10-18
INN07965,2,0,2,0,3,3,1,0,1,15,2018,4,27,1,0,0,0,103.44,0,1,27-04-18
INN07966,2,0,2,0,1,1,1,0,1,0,2017,11,6,1,0,0,0,95,1,0,06-11-17
INN07967,2,2,4,2,5,7,1,0,6,16,2017,10,26,1,0,0,0,189.49,3,0,26-10-17
INN07968,2,0,2,2,5,7,1,0,1,208,2018,5,21,1,0,0,0,77.23,0,1,21-05-18
INN07969,1,0,1,0,1,1,1,0,1,1,2018,4,27,3,1,0,4,89,1,0,27-04-18
INN07970,1,0,1,2,1,3,1,0,1,1,2018,4,10,3,1,0,8,65,1,0,10-04-18
INN07971,2,0,2,0,3,3,1,0,1,37,2018,3,24,1,0,0,0,117.6,1,0,24-03-18
INN07972,2,0,2,1,2,3,2,0,1,315,2018,9,30,2,0,0,0,160,0,1,30-09-18
INN07973,2,0,2,1,2,3,1,0,1,34,2017,10,12,1,0,0,0,103.5,1,0,12-10-17
INN07974,2,0,2,0,3,3,2,0,1,34,2017,9,23,2,0,0,0,224.67,0,1,23-09-17
INN07975,2,0,2,0,2,2,2,0,1,346,2018,9,13,2,0,0,0,115,1,1,13-09-18
INN07976,2,0,2,0,1,1,1,0,1,21,2018,2,6,1,0,0,0,91,0,1,06-02-18
INN07977,2,0,2,0,3,3,1,0,1,37,2018,10,13,2,0,0,0,105,0,0,13-10-18
INN07978,2,0,2,0,4,4,1,0,1,130,2018,4,19,2,0,0,0,87.55,0,0,19-04-18
INN07979,1,0,1,0,2,2,1,0,1,102,2018,12,6,1,0,0,0,86.4,2,1,06-12-18
INN07980,2,0,2,2,1,3,1,0,1,208,2017,11,28,1,0,0,0,72.25,1,1,28-11-17
INN07981,2,0,2,0,3,3,1,0,4,59,2018,3,17,1,0,0,0,77.85,0,1,17-03-18
INN07982,2,0,2,1,2,3,1,0,1,28,2017,10,12,1,0,0,0,96.3,2,0,12-10-17
INN07983,2,0,2,0,1,1,1,0,1,70,2017,10,22,2,0,0,0,85,0,0,22-10-17
INN07984,2,0,2,0,1,1,1,0,1,23,2018,6,15,1,0,0,0,114.75,0,1,15-06-18
INN07985,2,2,4,0,1,1,1,0,6,1,2018,9,20,1,0,0,0,275,1,0,20-09-18
INN07986,1,0,1,1,2,3,1,0,4,253,2018,10,7,1,0,0,0,140.4,1,1,07-10-18
INN07987,2,0,2,0,2,2,1,0,1,30,2018,6,2,2,0,0,0,140,0,0,02-06-18
INN07988,2,0,2,1,2,3,1,0,1,305,2018,11,4,2,0,0,0,89,0,1,04-11-18
INN07989,2,0,2,0,2,2,0,0,1,199,2018,6,3,1,0,0,0,73.45,0,1,03-06-18
INN07990,1,0,1,0,3,3,1,0,1,37,2018,10,13,2,0,0,0,95,0,0,13-10-18
INN07991,2,0,2,0,4,4,1,0,1,118,2018,5,11,1,0,0,0,109.65,1,0,11-05-18
INN07992,2,0,2,2,1,3,2,0,1,23,2018,1,2,2,0,0,0,109,0,0,02-01-18
INN07993,2,0,2,0,1,1,1,0,1,22,2018,2,19,3,0,0,0,67,1,0,19-02-18
INN07994,2,0,2,2,5,7,0,0,1,212,2018,10,1,1,0,0,0,92.65,2,0,01-10-18
INN07995,1,0,1,0,1,1,1,0,1,2,2018,6,29,3,0,0,0,65,0,0,29-06-18
